TRIP
DATE 2011-07-06 
DECLINATION     0.00
DATA
-40.883	127.408	-40.693	125.437
-29.303	108.672	-28.916	116.371
-28.916	116.371	-28.507	124.086
-28.916	116.371	-35.124	113.608
-28.916	116.371	-28.620	116.527
-28.916	116.371	-28.965	116.434
-28.916	116.371	-24.305	126.191
-28.916	116.371	-24.861	126.364
-28.916	116.371	-35.436	131.277
-28.916	116.371	-26.576	128.470
-28.916	116.371	-20.200	124.825
-28.916	116.371	-16.818	114.694
-22.881	96.711	-29.303	108.672
-29.303	108.672	-32.300	107.465
-29.303	108.672	-23.431	109.754
-29.303	108.672	-29.368	108.844
-29.303	108.672	-29.625	109.245
-16.265	91.960	-22.881	96.711
-22.881	96.711	-25.441	95.555
-22.881	96.711	-20.874	99.594
-22.881	96.711	-22.418	98.422
-22.881	96.711	-23.170	96.609
-14.246	77.495	-16.265	91.960
-16.265	91.960	-20.011	89.563
-16.265	91.960	-14.000	94.883
-16.265	91.960	-17.556	94.644
-16.265	91.960	-16.292	92.277
-16.265	91.960	-12.181	101.545
-6.279	64.600	-14.246	77.495
-14.246	77.495	-17.620	77.400
-14.246	77.495	-6.508	82.156
-14.246	77.495	-14.164	77.994
-14.246	77.495	-13.998	77.835
-14.246	77.495	-28.368	48.213
-14.246	77.495	-24.561	68.050
-14.246	77.495	-16.234	79.092
-14.246	77.495	-10.458	87.971
-14.246	77.495	-8.139	79.935
-14.246	77.495	-5.145	77.856
-14.246	77.495	-14.446	62.936
-14.246	77.495	-19.724	81.312
-14.246	77.495	-13.637	78.337
-14.246	77.495	-14.201	77.589
1.317	50.381	-6.279	64.600
-6.279	64.600	-7.932	64.240
-6.279	64.600	-0.211	69.705
-6.279	64.600	-1.984	72.401
-6.279	64.600	-3.384	68.251
8.759	29.643	1.317	50.381
1.317	50.381	-1.058	49.573
1.317	50.381	6.082	55.925
1.317	50.381	1.835	51.995
1.317	50.381	0.970	50.577
6.381	25.571	8.759	29.643
8.759	29.643	4.215	28.856
8.759	29.643	10.271	30.414
8.759	29.643	8.205	30.099
8.759	29.643	8.262	30.107
13.561	13.326	6.381	25.571
6.381	25.571	4.538	26.171
6.381	25.571	8.510	27.662
6.381	25.571	6.289	26.466
6.381	25.571	6.778	25.984
-45.780	129.618	-57.187	127.159
-57.187	127.159	-57.216	126.869
-57.187	127.159	-58.059	131.558
-57.187	127.159	-57.655	127.568
-57.187	127.159	-57.130	126.741
-35.848	124.765	-45.780	129.618
-45.780	129.618	-46.117	128.356
-45.780	129.618	-46.057	130.614
-45.780	129.618	-46.006	129.155
-45.780	129.618	-45.402	129.685
-45.780	129.618	-38.207	123.622
-45.780	129.618	-44.132	125.408
-45.780	129.618	-44.081	126.560
-45.780	129.618	-37.515	128.898
-45.780	129.618	-38.441	136.827
-45.780	129.618	-40.639	133.182
-45.780	129.618	-46.321	136.460
-32.923	120.034	-35.848	124.765
-35.848	124.765	-38.334	122.019
-35.848	124.765	-35.353	126.514
-35.848	124.765	-36.343	124.716
-35.848	124.765	-35.984	124.786
-31.166	119.626	-32.923	120.034
-32.923	120.034	-33.082	119.838
-32.923	120.034	-32.460	121.359
-32.923	120.034	-32.899	120.071
-32.923	120.034	-32.949	119.999
-23.819	112.660	-31.166	119.626
-31.166	119.626	-32.071	118.458
-31.166	119.626	-31.024	120.547
-31.166	119.626	-31.309	119.757
-31.166	119.626	-31.208	119.528
-22.808	109.820	-23.819	112.660
-23.819	112.660	-25.715	111.788
-23.819	112.660	-23.356	113.349
-23.819	112.660	-23.823	112.730
-23.819	112.660	-24.088	112.854
-20.543	106.868	-22.808	109.820
-22.808	109.820	-23.961	109.227
-22.808	109.820	-21.557	110.888
-22.808	109.820	-23.959	111.844
