TRIP
DATE 2014-04-30 
DECLINATION     0.00
DATA
1.050	1.920
POLYLINE BLACK
-3.600	1.860
POLYLINE BLACK
-3.390	1.260
-3.090	0.630
POLYLINE BLACK
-3.570	1.590
POLYLINE BLACK
-3.360	0.900
-3.330	0.840
POLYLINE BLACK
-4.860	0.810
-4.500	0.030
-4.560	0.060
-4.440	0.240
-4.440	0.870
-4.500	1.020
-4.560	1.080
-4.530	0.900
-4.470	0.810
-4.470	0.750
-4.050	0.090
-3.990	0.120
-3.930	0.330
-3.990	0.600
-4.080	0.810
-4.170	0.690
-4.140	0.540
-4.050	0.390
-3.930	0.390
-3.810	0.510
-3.780	0.720
-3.780	0.900
-3.990	1.440
-3.990	1.500
-4.020	1.380
-3.780	0.930
-3.570	0.660
-3.540	0.570
POLYLINE BLACK
-3.480	4.080
-3.480	4.410
-3.450	4.680
-3.420	4.860
POLYLINE BLACK
-3.630	3.870
-3.660	4.020
-3.690	4.410
-3.690	4.560
-3.660	4.650
POLYLINE BLACK
-2.460	5.010
-2.190	4.650
-2.010	4.590
-1.950	4.440
POLYLINE BLACK
-0.480	-0.120
-0.570	0.030
-0.660	0.060
-1.350	0.840
-1.440	1.080
-1.470	1.350
-1.620	1.980
-1.770	2.190
-1.770	2.250
-1.860	2.400
-2.100	2.970
-2.130	3.090
-2.190	3.330
-2.280	3.780
-2.430	3.930
-2.460	4.050
-2.610	4.230
-2.730	4.500
-2.850	4.590

ELEVATION
STATIONS
0.000	0.000	1.0
4.326	-2.060	1.1
5.014	-2.911	1.2
6.974	3.997	1.3
11.225	6.564	1.4
16.260	8.947	1.5
SHOTS
11.225	6.564	16.260	8.947
16.260	8.947	16.674	9.498
16.260	8.947	16.217	8.675
16.260	8.947	16.783	12.152
16.260	8.947	16.199	7.987
6.974	3.997	11.225	6.564
11.225	6.564	11.067	6.548
11.225	6.564	13.990	6.798
11.225	6.564	10.257	8.386
11.225	6.564	11.085	4.805
0.000	0.000	6.974	3.997
6.974	3.997	7.857	3.811
6.974	3.997	6.942	3.971
6.974	3.997	7.487	5.478
6.974	3.997	7.090	2.685
0.000	0.000	5.014	-2.911
0.000	0.000	4.326	-2.060
0.000	0.000	-0.079	-0.016
0.000	0.000	1.064	-0.408
0.000	0.000	-0.048	0.716
0.000	0.000	-0.292	-1.697
0.000	0.000	0.000	0.285
0.000	0.000	0.000	0.008
0.000	0.000	0.000	0.336
0.000	0.000	0.000	-1.858
0.000	0.000	0.000	0.016
0.000	0.000	0.000	-0.001
0.000	0.000	0.000	0.749
0.000	0.000	0.000	-1.889
POLYLINE BLACK
7.550	6.350
7.650	6.300
8.650	7.300
8.950	7.700
9.650	8.300
10.650	9.350
11.100	9.550
11.250	9.550
11.500	9.700
11.600	9.700
12.500	10.300
12.700	10.600
13.100	10.950
13.300	11.150
13.250	11.500
13.400	12.000
13.400	12.150
13.550	12.350
13.700	13.000
14.150	13.450
14.550	13.700
15.250	13.800
15.350	13.900
15.500	13.900
15.700	13.950
15.950	13.900
16.100	13.900
16.300	13.950
16.450	13.950
16.650	13.800
16.850	13.750
17.200	13.600
17.900	12.900
18.100	12.450
18.150	11.900
18.150	11.550
18.200	11.450
POLYLINE BLACK
17.850	12.450
17.850	11.850
17.900	11.450
17.900	10.900
17.950	10.800
17.950	10.450
18.150	9.650
18.150	9.450
18.300	8.700
18.300	7.900
18.250	7.700
18.200	7.450
18.150	7.200
POLYLINE BLACK
13.800	7.250
14.050	7.300
14.150	7.300
14.450	7.500
15.300	7.500
15.600	7.550
15.800	7.500
16.300	7.500
16.500	7.450
16.700	7.450
16.850	7.500
17.050	7.450
17.150	7.500
17.400	7.450
17.600	7.450
17.850	7.500
18.050	7.500
POLYLINE BLACK
14.250	6.150
14.900	6.700
15.000	6.950
14.900	7.050
15.250	7.400
POLYLINE BLACK
14.150	6.150
POLYLINE BLACK
9.000	3.750
9.250	3.800
9.750	4.100
9.950	4.150
10.800	4.800
11.000	4.800
11.200	4.850
11.400	4.850
11.400	4.950
11.750	5.300
12.050	5.900
12.150	6.000
12.200	6.200
12.600	7.300
12.650	7.400
12.850	7.350
13.150	7.250
13.350	7.250
13.700	7.100
13.800	6.750
13.850	6.300
13.750	5.600
13.550	5.300
13.250	5.050
12.600	4.700
12.350	4.650
12.050	4.800
11.850	5.000
POLYLINE BLACK
3.650	8.150
3.500	8.150
POLYLINE BLACK
7.250	2.500
7.200	2.600
7.300	2.700
7.400	2.700
8.200	3.350
9.200	3.850
9.400	3.900
9.500	3.950
POLYLINE BLACK
6.250	2.000
6.100	2.150
6.150	2.350
6.450	2.650
6.900	2.750
7.100	2.750
7.150	2.650
6.850	2.200
6.750	2.150
POLYLINE BLACK
5.000	1.300
4.900	1.250
4.900	1.700
5.000	1.900
5.250	2.100
5.600	2.150
6.100	2.150
6.300	2.050
6.350	1.950
5.900	1.500
5.550	1.250
POLYLINE BLACK
4.200	0.600
3.850	0.800
3.800	0.900
3.900	1.200
4.250	1.400
4.550	1.450
4.750	1.400
4.900	1.400
4.850	1.150
4.650	0.800
4.400	0.750
4.200	0.800
POLYLINE BLACK
7.650	-4.400
7.650	-4.300
7.250	-3.850
7.050	-3.800
6.950	-3.700
6.750	-3.650
6.200	-3.050
6.100	-2.700
5.850	-2.350
5.800	-2.150
5.550	-1.900
5.450	-1.900
5.350	-1.800
5.150	-1.750
4.900	-1.700
4.800	-1.500
4.350	-1.250
4.150	-1.200
3.650	-1.050
3.350	-0.800
3.300	-0.900
2.950	-0.550
2.750	-0.500
2.600	-0.300
2.800	-0.250
2.850	-0.150
3.050	-0.150
3.750	0.150
3.950	0.300
4.100	0.550
4.650	1.000
5.150	1.400
5.350	1.500
5.250	1.550
POLYLINE BLACK
-0.100	1.050
-0.100	1.050
0.150	1.350
0.300	1.400
0.500	1.600
0.550	1.750
0.900	2.100
1.350	2.550
2.100	3.150
2.650	3.700
2.850	3.850
3.550	3.700
4.200	4.050
4.950	4.500
5.150	4.650
5.400	4.750
5.600	4.900
5.850	4.950
6.050	5.050
6.400	5.050
6.600	5.100
7.200	5.200
7.700	5.700
POLYLINE BLACK
5.200	-3.650
4.050	-2.850
3.750	-2.600
3.150	-2.400
2.100	-1.850
1.850	-1.800
1.200	-1.550
1.000	-1.600
0.600	-1.400
0.300	-1.400
0.000	-1.300
-0.200	-1.150
-0.450	-1.050
-0.600	-0.800
-0.550	-0.600
-0.450	-0.100
-0.500	0.100
-0.550	0.300
-0.350	0.600
-0.350	0.800
